Unclean,Clean,Noise_Pre_Processing,Training_Data,Noise_Post_Processing,Query
If thence he scape  into whatever world  Or unknown region  what remains him less Than unknown dangers  and as hard escape ,scape world unknown region remains unknown dangers hard escape,9.76,"scape,world,unknown,region,remains,unknown,dangers,hard,escape",0.00,
But I should ill become this throne  O Peers  And this imperial sovereignty  adorned With splendour  armed with power  if aught proposed And judged of public moment in the shape Of difficulty or danger  could deter Me from attempting ,ill throne Peers imperial sovereignty adorned splendour armed power aught proposed judged public moment shape difficulty danger deter attempting,8.55,"ill,throne,Peers,imperial,sovereignty,adorned,splendour,armed,power,aught,proposed,judged,public,moment,shape,difficulty,danger,deter,attempting",0.00,
Wherefore do I assume These royalties  and not refuse to reign  Refusing to accept as great a share Of hazard as of honour  due alike To him who reigns  and so much to him due Of hazard more as he above the rest High honoured sits ,Wherefore assume royalties refuse reign Refusing accept great share hazard honour alike reigns hazard rest High honoured sits,12.12,"Wherefore,assume,royalties,refuse,reign,Refusing,accept,great,share,hazard,honour,alike,reigns,hazard,rest,High,honoured,sits",0.00,
Go  therefore  mighty Powers  Terror of Heaven  though fallen  intend at home  While here shall be our home  what best may ease The present misery  and render Hell More tolerable  if there be cure or charm To respite  or deceive  or slack the pain Of this ill mansion  intermit no watch Against a wakeful foe  while I abroad Through all the coasts of dark destruction seek Deliverance for us all ,mighty Powers Terror Heaven fallen intend home shall home best ease present misery render Hell tolerable cure charm respite deceive slack pain ill mansion intermit watch wakeful foe abroad coasts dark destruction seek Deliverance,9.09,"mighty,Powers,Terror,Heaven,fallen,intend,home,shall,home,best,ease,present,misery,render,Hell,tolerable,cure,charm,respite,deceive,slack,pain,ill,mansion,intermit,watch,wakeful,foe,abroad,coasts,dark,destruction,seek,Deliverance",0.00,
This enterprise None shall partake with me ,enterprise shall partake,9.30,"enterprise,shall,partake",0.00,
Thus saying  rose The Monarch  and prevented all reply  Prudent lest  from his resolution raised  Others among the chief might offer now  Certain to be refused  what erst they feared  And  so refused  might in opinion stand His rivals  winning cheap the high repute Which he through hazard huge must earn ,saying rose Monarch prevented reply Prudent lest resolution raised chief offer Certain refused erst feared refused opinion stand rivals winning cheap high repute hazard huge earn,8.20,"saying,rose,Monarch,prevented,reply,Prudent,lest,resolution,raised,chief,offer,Certain,refused,erst,feared,refused,opinion,stand,rivals,winning,cheap,high,repute,hazard,huge,earn",0.00,
But they Dreaded not more th  adventure than his voice Forbidding  and at once with him they rose ,Dreaded th adventure voice Forbidding rose,12.24,"Dreaded,th,adventure,voice,Forbidding,rose",0.00,
Their rising all at once was as the sound Of thunder heard remote ,rising sound thunder heard remote,12.12,"rising,sound,thunder,heard,remote",0.00,
Towards him they bend With awful reverence prone  and as a God Extol him equal to the Highest in Heaven ,bend awful reverence prone God Extol equal Highest Heaven,10.58,"bend,awful,reverence,prone,God,Extol,equal,Highest,Heaven",0.00,
Nor failed they to express how much they praised That for the general safety he despised His own  for neither do the Spirits damned Lose all their virtue  lest bad men should boast Their specious deeds on earth  which glory excites  Or close ambition varnished o  er with zeal ,failed express praised general safety despised Spirits damned Lose virtue lest bad men boast specious deeds earth glory excites close ambition varnished er zeal,9.03,"failed,express,praised,general,safety,despised,Spirits,damned,Lose,virtue,lest,bad,men,boast,specious,deeds,earth,glory,excites,close,ambition,varnished,er,zeal",0.00,
Thus they their doubtful consultations dark Ended  rejoicing in their matchless Chief  As  when from mountain   tops the dusky clouds Ascending  while the north wind sleeps  o  erspread Heaven  s cheerful face  the louring element Scowls o  er the darkened landscape snow or shower  If chance the radiant sun  with farewell sweet  Extend his evening beam  the fields revive  The birds their notes renew  and bleating herds Attest their joy  that hill and valley rings ,doubtful consultations dark Ended rejoicing matchless Chief mountain tops dusky clouds Ascending north wind sleeps erspread Heaven cheerful face louring element Scowls er darkened landscape snow shower chance radiant sun farewell sweet Extend evening beam fields revive birds notes renew bleating herds Attest joy hill valley rings,5.98,"doubtful,consultations,dark,Ended,rejoicing,matchless,Chief,mountain,tops,dusky,clouds,Ascending,north,wind,sleeps,erspread,Heaven,cheerful,face,louring,element,Scowls,er,darkened,landscape,snow,shower,chance,radiant,sun,farewell,sweet,Extend,evening,beam,fields,revive,birds,notes,renew,bleating,herds,Attest,joy,hill,valley,rings",0.00,
Devil with devil damned Firm concord holds  men only disagree Of creatures rational  though under hope Of heavenly grace  and  God proclaiming peace  Yet live in hatred  enmity  and strife Among themselves  and levy cruel wars Wasting the earth  each other to destroy  As if  Man had not hellish foes enow besides  That day and night for his destruction wait ,Devil devil damned Firm concord holds men disagree creatures rational hope heavenly grace God proclaiming peace live hatred enmity strife levy cruel wars Wasting earth destroy Man hellish foes enow day night destruction wait,7.24,"Devil,devil,damned,Firm,concord,holds,men,disagree,creatures,rational,hope,heavenly,grace,God,proclaiming,peace,live,hatred,enmity,strife,levy,cruel,wars,Wasting,earth,destroy,Man,hellish,foes,enow,day,night,destruction,wait",0.00,
The Stygian council thus dissolved  and forth In order came the grand infernal Peers  Midst came their mighty Paramount  and seemed Alone th  antagonist of Heaven  nor less Than Hell  s dread Emperor  with pomp supreme  And god   like imitated state  him round A globe of fiery Seraphim enclosed With bright emblazonry  and horrent arms ,Stygian council dissolved forth order came grand infernal Peers Midst came mighty Paramount th antagonist Heaven Hell dread Emperor pomp supreme god like imitated state round globe fiery Seraphim enclosed bright emblazonry horrent arms,6.23,"Stygian,council,dissolved,forth,order,came,grand,infernal,Peers,Midst,came,mighty,Paramount,th,antagonist,Heaven,Hell,dread,Emperor,pomp,supreme,god,like,imitated,state,round,globe,fiery,Seraphim,enclosed,bright,emblazonry,horrent,arms",0.00,
Then of their session ended they bid cry With trumpet  s regal sound the great result  Toward the four winds four speedy Cherubim Put to their mouths the sounding alchemy  By herald  s voice explained  the hollow Abyss Heard far adn wide  and all the host of Hell With deafening shout returned them loud acclaim ,session ended bid cry trumpet regal sound great result winds speedy Cherubim mouths sounding alchemy herald voice explained hollow Abyss Heard far adn wide host Hell deafening shout returned loud acclaim,7.69,"session,ended,bid,cry,trumpet,regal,sound,great,result,winds,speedy,Cherubim,mouths,sounding,alchemy,herald,voice,explained,hollow,Abyss,Heard,far,adn,wide,host,Hell,deafening,shout,returned,loud,acclaim",0.00,
Thence more at ease their minds  and somewhat raised By false presumptuous hope  the ranged Powers Disband  and  wandering  each his several way Pursues  as inclination or sad choice Leads him perplexed  where he may likeliest find Truce to his restless thoughts  and entertain The irksome hours  till his great Chief return ,ease minds somewhat raised false presumptuous hope ranged Powers Disband wandering way Pursues inclination sad choice Leads perplexed likeliest find Truce restless thoughts entertain irksome hours till great Chief return,6.77,"ease,minds,somewhat,raised,false,presumptuous,hope,ranged,Powers,Disband,wandering,way,Pursues,inclination,sad,choice,Leads,perplexed,likeliest,find,Truce,restless,thoughts,entertain,irksome,hours,till,great,Chief,return",0.00,
Part on the plain  or in the air sublime  Upon the wing or in swift race contend  As at th  Olympian games or Pythian fields  Part curb their fiery steeds  or shun the goal With rapid wheels  or fronted brigades form  As when  to warn proud cities  war appears Waged in the troubled sky  and armies rush To battle in the clouds  before each van Prick forth the airy knights  and couch their spears  Till thickest legions close  with feats of arms From either end of heaven the welkin burns ,plain air sublime wing swift race contend th Olympian games Pythian fields curb fiery steeds shun goal rapid wheels fronted brigades form warn proud cities war appears Waged troubled sky armies rush battle clouds van Prick forth airy knights couch spears Till thickest legions close feats arms end heaven welkin burns,7.96,"plain,air,sublime,wing,swift,race,contend,th,Olympian,games,Pythian,fields,curb,fiery,steeds,shun,goal,rapid,wheels,fronted,brigades,form,warn,proud,cities,war,appears,Waged,troubled,sky,armies,rush,battle,clouds,van,Prick,forth,airy,knights,couch,spears,Till,thickest,legions,close,feats,arms,end,heaven,welkin,burns",0.00,
Others  with vast Typhoean rage  more fell  Rend up both rocks and hills  and ride the air In whirlwind  Hell scarce holds the wild uproar    As when Alcides  from Oechalia crowned With conquest  felt th  envenomed robe  and tore Through pain up by the roots Thessalian pines  And Lichas from the top of Oeta threw Into th  Euboic sea ,vast Typhoean rage fell Rend rocks hills ride air whirlwind Hell scarce holds wild uproar Alcides Oechalia crowned conquest felt th envenomed robe tore pain roots Thessalian pines Lichas Oeta threw th Euboic sea,7.46,"vast,Typhoean,rage,fell,Rend,rocks,hills,ride,air,whirlwind,Hell,scarce,holds,wild,uproar,Alcides,Oechalia,crowned,conquest,felt,th,envenomed,robe,tore,pain,roots,Thessalian,pines,Lichas,Oeta,threw,th,Euboic,sea",0.00,
Others  more mild  Retreated in a silent valley  sing With notes angelical to many a harp Their own heroic deeds  and hapless fall By doom of battle  and complain that Fate Free Virtue should enthrall to Force or Chance ,mild Retreated silent valley sing notes angelical harp heroic deeds hapless fall doom battle complain Fate Free Virtue enthrall Force Chance,8.18,"mild,Retreated,silent,valley,sing,notes,angelical,harp,heroic,deeds,hapless,fall,doom,battle,complain,Fate,Free,Virtue,enthrall,Force,Chance",0.00,
Their song was partial  but the harmony ,song partial harmony,10.00,"song,partial,harmony",0.00,
Suspended Hell  and took with ravishment The thronging audience ,Suspended Hell took ravishment thronging audience,4.69,"Suspended,Hell,took,ravishment,thronging,audience",0.00,
In discourse more sweet  Others apart sat on a hill retired  In thoughts more elevate  and reasoned high Of Providence  Foreknowledge  Will  and Fate    Fixed fate  free will  foreknowledge absolute  And found no end  in wandering mazes lost ,discourse sweet apart sat hill retired thoughts elevate reasoned high Providence Foreknowledge Fate Fixed fate free foreknowledge absolute found end wandering mazes lost,6.20,"discourse,sweet,apart,sat,hill,retired,thoughts,elevate,reasoned,high,Providence,Foreknowledge,Fate,Fixed,fate,free,foreknowledge,absolute,found,end,wandering,mazes,lost",0.00,
Of good and evil much they argued then  Of happiness and final misery  Passion and apathy  and glory and shame  Vain wisdom all  and false philosophy    Yet  with a pleasing sorcery  could charm Pain for a while or anguish  and excite Fallacious hope  or arm th  obdured breast With stubborn patience as with triple steel ,good evil argued happiness final misery Passion apathy glory shame Vain wisdom false philosophy pleasing sorcery charm Pain anguish excite Fallacious hope arm th obdured breast stubborn patience triple steel,7.76,"good,evil,argued,happiness,final,misery,Passion,apathy,glory,shame,Vain,wisdom,false,philosophy,pleasing,sorcery,charm,Pain,anguish,excite,Fallacious,hope,arm,th,obdured,breast,stubborn,patience,triple,steel",0.00,
Another part  in squadrons and gross bands  On bold adventure to discover wide That dismal world  if any clime perhaps Might yield them easier habitation  bend Four ways their flying march  along the banks Of four infernal rivers  that disgorge Into the burning lake their baleful streams    Abhorred Styx  the flood of deadly hate  Sad Acheron of sorrow  black and deep  Cocytus  named of lamentation loud Heard on the rueful stream  fierce Phlegeton  Whose waves of torrent fire inflame with rage ,squadrons gross bands bold adventure discover wide dismal world clime yield easier habitation bend ways flying march banks infernal rivers disgorge burning lake baleful streams Abhorred Styx flood deadly hate Sad Acheron sorrow black deep Cocytus named lamentation loud Heard rueful stream fierce Phlegeton waves torrent fire inflame rage,6.41,"squadrons,gross,bands,bold,adventure,discover,wide,dismal,world,clime,yield,easier,habitation,bend,ways,flying,march,banks,infernal,rivers,disgorge,burning,lake,baleful,streams,Abhorred,Styx,flood,deadly,hate,Sad,Acheron,sorrow,black,deep,Cocytus,named,lamentation,loud,Heard,rueful,stream,fierce,Phlegeton,waves,torrent,fire,inflame,rage",0.00,
Far off from these  a slow and silent stream  Lethe  the river of oblivion  rolls Her watery labyrinth  whereof who drinks Forthwith his former state and being forgets    Forgets both joy and grief  pleasure and pain ,Far slow silent stream Lethe river oblivion rolls watery labyrinth whereof drinks Forthwith state forgets Forgets joy grief pleasure pain,7.37,"Far,slow,silent,stream,Lethe,river,oblivion,rolls,watery,labyrinth,whereof,drinks,Forthwith,state,forgets,Forgets,joy,grief,pleasure,pain",0.00,
Beyond this flood a frozen continent Lies dark and wild  beat with perpetual storms Of whirlwind and dire hail  which on firm land Thaws not  but gathers heap  and ruin seems Of ancient pile  all else deep snow and ice  A gulf profound as that Serbonian bog Betwixt Damiata and Mount Casius old  Where armies whole have sunk  the parching air Burns frore  and cold performs th  effect of fire ,flood frozen continent Lies dark wild beat perpetual storms whirlwind dire hail firm land Thaws gathers heap ruin ancient pile deep snow ice gulf profound Serbonian bog Betwixt Damiata Mount Casius old armies sunk parching air Burns frore cold performs th effect fire,6.87,"flood,frozen,continent,Lies,dark,wild,beat,perpetual,storms,whirlwind,dire,hail,firm,land,Thaws,gathers,heap,ruin,ancient,pile,deep,snow,ice,gulf,profound,Serbonian,bog,Betwixt,Damiata,Mount,Casius,old,armies,sunk,parching,air,Burns,frore,cold,performs,th,effect,fire",0.00,
Thither  by harpy   footed Furies haled  At certain revolutions all the damned Are brought  and feel by turns the bitter change Of fierce extremes  extremes by change more fierce  From beds of raging fire to starve in ice Their soft ethereal warmth  and there to pine Immovable  infixed  and frozen round Periods of time    thence hurried back to fire ,Thither harpy footed Furies haled certain revolutions damned brought feel turns bitter change fierce extremes extremes change fierce beds raging fire starve ice soft ethereal warmth pine Immovable infixed frozen round Periods time hurried fire,6.82,"Thither,harpy,footed,Furies,haled,certain,revolutions,damned,brought,feel,turns,bitter,change,fierce,extremes,extremes,change,fierce,beds,raging,fire,starve,ice,soft,ethereal,warmth,pine,Immovable,infixed,frozen,round,Periods,time,hurried,fire",0.00,
They ferry over this Lethean sound Both to and fro  their sorrow to augment  And wish and struggle  as they pass  to reach The tempting stream  with one small drop to lose In sweet forgetfulness all pain and woe  All in one moment  and so near the brink  But Fate withstands  and  to oppose th  attempt  Medusa with Gorgonian terror guards The ford  and of itself the water flies All taste of living wight  as once it fled The lip of Tantalus ,ferry Lethean sound fro sorrow augment wish struggle pass reach tempting stream small drop lose sweet forgetfulness pain woe moment near brink Fate withstands oppose th attempt Medusa Gorgonian terror guards ford water flies taste living wight fled lip Tantalus,9.48,"ferry,Lethean,sound,fro,sorrow,augment,wish,struggle,pass,reach,tempting,stream,small,drop,lose,sweet,forgetfulness,pain,woe,moment,near,brink,Fate,withstands,oppose,th,attempt,Medusa,Gorgonian,terror,guards,ford,water,flies,taste,living,wight,fled,lip,Tantalus",0.00,
Thus roving on In confused march forlorn  th  adventurous bands  With shuddering horror pale  and eyes aghast  Viewed first their lamentable lot  and found No rest ,roving confused march forlorn th adventurous bands shuddering horror pale eyes aghast Viewed lamentable lot found rest,5.49,"roving,confused,march,forlorn,th,adventurous,bands,shuddering,horror,pale,eyes,aghast,Viewed,lamentable,lot,found,rest",0.00,
Through many a dark and dreary vale They passed  and many a region dolorous  O  er many a frozen  many a fiery alp  Rocks  caves  lakes  fens  bogs  dens  and shades of death    A universe of death  which God by curse Created evil  for evil only good  Where all life dies  death lives  and Nature breeds  Perverse  all monstrous  all prodigious things  Obominable  inutterable  and worse Than fables yet have feigned or fear conceived  Gorgons  and Hydras  and Chimeras dire ,dark dreary vale passed region dolorous er frozen fiery alp Rocks caves lakes fens bogs dens shades death universe death God curse Created evil evil good life dies death lives Nature breeds Perverse monstrous prodigious things Obominable inutterable worse fables feigned fear conceived Gorgons Hydras Chimeras dire,6.95,"dark,dreary,vale,passed,region,dolorous,er,frozen,fiery,alp,Rocks,caves,lakes,fens,bogs,dens,shades,death,universe,death,God,curse,Created,evil,evil,good,life,dies,death,lives,Nature,breeds,Perverse,monstrous,prodigious,things,Obominable,inutterable,worse,fables,feigned,fear,conceived,Gorgons,Hydras,Chimeras,dire",0.00,
Meanwhile the Adversary of God and Man  Satan  with thoughts inflamed of highest design  Puts on swift wings  and toward the gates of Hell Explores his solitary flight  sometimes He scours the right hand coast  sometimes the left  Now shaves with level wing the deep  then soars Up to the fiery concave towering high ,Adversary God Man Satan thoughts inflamed highest design Puts swift wings gates Hell Explores solitary flight scours right hand coast left shaves level wing deep soars fiery concave towering high,7.57,"Adversary,God,Man,Satan,thoughts,inflamed,highest,design,Puts,swift,wings,gates,Hell,Explores,solitary,flight,scours,right,hand,coast,left,shaves,level,wing,deep,soars,fiery,concave,towering,high",0.00,
As when far off at sea a fleet descried Hangs in the clouds  by equinoctial winds Close sailing from Bengala  or the isles Of Ternate and Tidore  whence merchants bring Their spicy drugs  they on the trading flood  Through the wide Ethiopian to the Cape  Ply stemming nightly toward the pole  so seemed Far off the flying Fiend ,far sea fleet descried Hangs clouds equinoctial winds Close sailing Bengala isles Ternate Tidore merchants bring spicy drugs trading flood wide Ethiopian Cape Ply stemming nightly pole Far flying Fiend,8.54,"far,sea,fleet,descried,Hangs,clouds,equinoctial,winds,Close,sailing,Bengala,isles,Ternate,Tidore,merchants,bring,spicy,drugs,trading,flood,wide,Ethiopian,Cape,Ply,stemming,nightly,pole,Far,flying,Fiend",0.00,
At last appear Hell   bounds  high reaching to the horrid roof  And thrice threefold the gates  three folds were brass  Three iron  three of adamantine rock  Impenetrable  impaled with circling fire  Yet unconsumed ,appear Hell bounds high reaching horrid roof thrice threefold gates folds brass iron adamantine rock Impenetrable impaled circling fire unconsumed,6.05,"appear,Hell,bounds,high,reaching,horrid,roof,thrice,threefold,gates,folds,brass,iron,adamantine,rock,Impenetrable,impaled,circling,fire,unconsumed",0.00,
Before the gates there sat On either side a formidable Shape ,gates sat formidable Shape,11.48,"gates,sat,formidable,Shape",0.00,
The one seemed woman to the waist  and fair  But ended foul in many a scaly fold  Voluminous and vast    a serpent armed With mortal sting ,woman waist fair ended foul scaly fold Voluminous vast serpent armed mortal sting,9.35,"woman,waist,fair,ended,foul,scaly,fold,Voluminous,vast,serpent,armed,mortal,sting",0.00,
About her middle round A cry of Hell   hounds never   ceasing barked With wide Cerberean mouths full loud  and rung A hideous peal  yet  when they list  would creep  If aught disturbed their noise  into her womb  And kennel there  yet there still barked and howled Within unseen ,middle round cry Hell hounds ceasing barked wide Cerberean mouths loud rung hideous peal list creep aught disturbed noise womb kennel barked howled unseen,8.60,"middle,round,cry,Hell,hounds,ceasing,barked,wide,Cerberean,mouths,loud,rung,hideous,peal,list,creep,aught,disturbed,noise,womb,kennel,barked,howled,unseen",0.00,
Far less abhorred than these Vexed Scylla  bathing in the sea that parts Calabria from the hoarse Trinacrian shore  Nor uglier follow the night   hag  when  called In secret  riding through the air she comes  Lured with the smell of infant blood  to dance With Lapland witches  while the labouring moon Eclipses at their charms ,Far abhorred Vexed Scylla bathing sea parts Calabria hoarse Trinacrian shore uglier follow night hag called secret riding air comes Lured smell infant blood dance Lapland witches labouring moon Eclipses charms,7.32,"Far,abhorred,Vexed,Scylla,bathing,sea,parts,Calabria,hoarse,Trinacrian,shore,uglier,follow,night,hag,called,secret,riding,air,comes,Lured,smell,infant,blood,dance,Lapland,witches,labouring,moon,Eclipses,charms",0.00,
The other Shape    If shape it might be called that shape had none Distinguishable in member  joint  or limb  Or substance might be called that shadow seemed  For each seemed either    black it stood as Night  Fierce as ten Furies  terrible as Hell  And shook a dreadful dart  what seemed his head The likeness of a kingly crown had on ,Shape shape called shape Distinguishable member joint limb substance called shadow black stood Night Fierce Furies terrible Hell shook dreadful dart head likeness kingly crown,10.42,"Shape,shape,called,shape,Distinguishable,member,joint,limb,substance,called,shadow,black,stood,Night,Fierce,Furies,terrible,Hell,shook,dreadful,dart,head,likeness,kingly,crown",0.00,
Satan was now at hand  and from his seat The monster moving onward came as fast With horrid strides  Hell trembled as he strode ,Satan hand seat monster moving onward came fast horrid strides Hell trembled strode,8.59,"Satan,hand,seat,monster,moving,onward,came,fast,horrid,strides,Hell,trembled,strode",0.00,
Th  undaunted Fiend what this might be admired    Admired  not feared  And with disdainful look thus first began     Whence and what art thou  execrable Shape  That dar  st  though grim and terrible  advance Thy miscreated front athwart my way To yonder gates ,Th undaunted Fiend admired Admired feared disdainful look began art thou execrable Shape dar st grim terrible advance Thy miscreated athwart way yonder gates,6.92,"Th,undaunted,Fiend,admired,Admired,feared,disdainful,look,began,art,thou,execrable,Shape,dar,st,grim,terrible,advance,Thy,miscreated,athwart,way,yonder,gates",0.00,
Through them I mean to pass  That be assured  without leave asked of thee ,mean pass assured leave asked thee,10.81,"mean,pass,assured,leave,asked,thee",0.00,
Retire  or taste thy folly  and learn by proof  Hell   born  not to contend with Spirits of Heaven ,Retire taste thy folly learn proof Hell born contend Spirits Heaven,7.07,"Retire,taste,thy,folly,learn,proof,Hell,born,contend,Spirits,Heaven",0.00,
To whom the Goblin  full of wrath  replied     Art thou that traitor Angel ,Goblin wrath replied Art thou traitor Angel,8.00,"Goblin,wrath,replied,Art,thou,traitor,Angel",0.00,
art thou he  Who first broke peace in Heaven and faith  till then Unbroken  and in proud rebellious arms Drew after him the third part of Heaven  s sons  Conjured against the Highest    for which both thou And they  outcast from God  are here condemned To waste eternal days in woe and pain ,art thou broke peace Heaven faith till Unbroken proud rebellious arms Drew Heaven sons Conjured Highest thou outcast God condemned waste eternal days woe pain,9.62,"art,thou,broke,peace,Heaven,faith,till,Unbroken,proud,rebellious,arms,Drew,Heaven,sons,Conjured,Highest,thou,outcast,God,condemned,waste,eternal,days,woe,pain",0.00,
And reckon  st thou thyself with Spirits of Heaven Hell   doomed  and breath  st defiance here and scorn  Where I reign king  and  to enrage thee more  Thy king and lord ,reckon st thou thyself Spirits Heaven Hell doomed breath st defiance scorn reign king enrage thee Thy king lord,7.06,"reckon,st,thou,thyself,Spirits,Heaven,Hell,doomed,breath,st,defiance,scorn,reign,king,enrage,thee,Thy,king,lord",0.00,
Back to thy punishment  False fugitive  and to thy speed add wings  Lest with a whip of scorpions I pursue Thy lingering  or with one stroke of this dart Strange horror seize thee  and pangs unfelt before ,thy punishment False fugitive thy speed add wings Lest whip scorpions pursue Thy lingering stroke dart Strange horror seize thee pangs unfelt,7.32,"thy,punishment,False,fugitive,thy,speed,add,wings,Lest,whip,scorpions,pursue,Thy,lingering,stroke,dart,Strange,horror,seize,thee,pangs,unfelt",0.00,
So spake the grisly Terror  and in shape  So speaking and so threatening  grew tenfold  More dreadful and deform ,spake grisly Terror shape speaking threatening grew tenfold dreadful deform,7.96,"spake,grisly,Terror,shape,speaking,threatening,grew,tenfold,dreadful,deform",0.00,
On th  other side  Incensed with indignation  Satan stood Unterrified  and like a comet burned  That fires the length of Ophiuchus huge In th  arctic sky  and from his horrid hair Shakes pestilence and war ,th Incensed indignation Satan stood Unterrified like comet burned fires length Ophiuchus huge th arctic sky horrid hair Shakes pestilence war,6.80,"th,Incensed,indignation,Satan,stood,Unterrified,like,comet,burned,fires,length,Ophiuchus,huge,th,arctic,sky,horrid,hair,Shakes,pestilence,war",0.00,
Each at the head Levelled his deadly aim  their fatal hands No second stroke intend  and such a frown Each cast at th  other as when two black clouds  With heaven  s artillery fraught  came rattling on Over the Caspian    then stand front to front Hovering a space  till winds the signal blow To join their dark encounter in mid   air ,head Levelled deadly aim fatal hands second stroke intend frown cast th black clouds heaven artillery fraught came rattling Caspian stand Hovering space till winds signal blow join dark encounter mid air,8.66,"head,Levelled,deadly,aim,fatal,hands,second,stroke,intend,frown,cast,th,black,clouds,heaven,artillery,fraught,came,rattling,Caspian,stand,Hovering,space,till,winds,signal,blow,join,dark,encounter,mid,air",0.00,
So frowned the mighty combatants that Hell Grew darker at their frown  so matched they stood  For never but once more was wither like To meet so great a foe ,frowned mighty combatants Hell Grew darker frown matched stood wither like meet great foe,10.19,"frowned,mighty,combatants,Hell,Grew,darker,frown,matched,stood,wither,like,meet,great,foe",0.00,
And now great deeds Had been achieved  whereof all Hell had rung  Had not the snaky Sorceress  that sat Fast by Hell   gate and kept the fatal key  Risen  and with hideous outcry rushed between ,great deeds achieved whereof Hell rung snaky Sorceress sat Fast Hell gate kept fatal key Risen hideous outcry rushed,8.25,"great,deeds,achieved,whereof,Hell,rung,snaky,Sorceress,sat,Fast,Hell,gate,kept,fatal,key,Risen,hideous,outcry,rushed",0.00,
 O father  what intends thy hand  she cried   Against thy only son ,father intends thy hand cried thy son,7.46,"father,intends,thy,hand,cried,thy,son",0.00,
What fury  O son  Possesses thee to bend that mortal dart Against thy father  s head ,fury son Possesses thee bend mortal dart thy father head,7.06,"fury,son,Possesses,thee,bend,mortal,dart,thy,father,head",0.00,
For him who sits above  and laughs the while At thee  ordained his drudge to execute Whate  er his wrath  which he calls justice  bids    His wrath  which one day will destroy ye both ,sits laughs thee ordained drudge execute Whate er wrath calls justice bids wrath day destroy ye,9.78,"sits,laughs,thee,ordained,drudge,execute,Whate,er,wrath,calls,justice,bids,wrath,day,destroy,ye",0.00,
She spake  and at her words the hellish Pest Forbore  then these to her Satan returned     So strange thy outcry  and thy words so strange Thou interposest  that my sudden hand  Prevented  spares to tell thee yet by deeds What it intends  till first I know of thee What thing thou art  thus double   formed  and why  In this infernal vale first met  thou call  st Me father  and that phantasm call  st my son ,spake words hellish Pest Forbore Satan returned strange thy outcry thy words strange Thou interposest sudden hand Prevented spares tell thee deeds intends till know thee thing thou art double formed infernal vale met thou st father phantasm st son,8.56,"spake,words,hellish,Pest,Forbore,Satan,returned,strange,thy,outcry,thy,words,strange,Thou,interposest,sudden,hand,Prevented,spares,tell,thee,deeds,intends,till,know,thee,thing,thou,art,double,formed,infernal,vale,met,thou,st,father,phantasm,st,son",0.00,
I know thee not  nor ever saw till now Sight more detestable than him and thee ,know thee saw till Sight detestable thee,11.39,"know,thee,saw,till,Sight,detestable,thee",0.00,
T  whom thus the Portress of Hell   gate replied     Hast thou forgot me  then  and do I seem Now in thine eye so foul    once deemed so fair In Heaven  when at th  assembly  and in sight Of all the Seraphim with thee combined In bold conspiracy against Heaven  s King  All on a sudden miserable pain Surprised thee  dim thine eyes and dizzy swum In darkness  while thy head flames thick and fast Threw forth  till on the left side opening wide  Likest to thee in shape and countenance bright  Then shining heavenly fair  a goddess armed  Out of thy head I sprung ,Portress Hell gate replied Hast thou forgot thine eye foul deemed fair Heaven th assembly sight Seraphim thee combined bold conspiracy Heaven King sudden miserable pain Surprised thee dim thine eyes dizzy swum darkness thy head flames thick fast Threw forth till left opening wide Likest thee shape countenance bright shining heavenly fair goddess armed thy head sprung,8.16,"Portress,Hell,gate,replied,Hast,thou,forgot,thine,eye,foul,deemed,fair,Heaven,th,assembly,sight,Seraphim,thee,combined,bold,conspiracy,Heaven,King,sudden,miserable,pain,Surprised,thee,dim,thine,eyes,dizzy,swum,darkness,thy,head,flames,thick,fast,Threw,forth,till,left,opening,wide,Likest,thee,shape,countenance,bright,shining,heavenly,fair,goddess,armed,thy,head,sprung",0.00,
Amazement seized All th  host of Heaven  back they recoiled afraid At first  and called me Sin  and for a sign Portentous held me  but  familiar grown  I pleased  and with attractive graces won The most averse    thee chiefly  who  full oft Thyself in me thy perfect image viewing  Becam  st enamoured  and such joy thou took  st With me in secret that my womb conceived A growing burden ,Amazement seized th host Heaven recoiled afraid called Sin sign Portentous held familiar grown pleased attractive graces averse thee chiefly oft Thyself thy perfect image viewing Becam st enamoured joy thou took st secret womb conceived growing burden,7.99,"Amazement,seized,th,host,Heaven,recoiled,afraid,called,Sin,sign,Portentous,held,familiar,grown,pleased,attractive,graces,averse,thee,chiefly,oft,Thyself,thy,perfect,image,viewing,Becam,st,enamoured,joy,thou,took,st,secret,womb,conceived,growing,burden",0.00,
Meanwhile war arose  And fields were fought in Heaven  wherein remained ,war arose fields fought Heaven remained,6.94,"war,arose,fields,fought,Heaven,remained",0.00,
to our Almighty Foe Clear victory  to our part loss and rout Through all the Empyrean ,Almighty Foe Clear victory loss rout Empyrean,10.47,"Almighty,Foe,Clear,victory,loss,rout,Empyrean",0.00,
Down they fell  Driven headlong from the pitch of Heaven  down Into this Deep  and in the general fall I also  at which time this powerful key Into my hands was given  with charge to keep These gates for ever shut  which none can pass Without my opening ,fell Driven headlong pitch Heaven Deep general fall time powerful key hands given charge gates shut pass opening,11.81,"fell,Driven,headlong,pitch,Heaven,Deep,general,fall,time,powerful,key,hands,given,charge,gates,shut,pass,opening",0.00,
