Unclean,Clean,Noise_Pre_Processing,Training_Data,Noise_Post_Processing,Query
At this instant there was a disturbance in the crowd ,instant disturbance crowd,13.21,"instant,disturbance,crowd",0.00,
A man who was half drunk pushed his way forwards  swearing that nobody should stop him  that he had a right to see    and he WOULD see ,man half drunk pushed way forwards swearing stop right,13.33,"man,half,drunk,pushed,way,forwards,swearing,stop,right",0.00,
And so he did  for  forcing through all resistance  he staggered up to the footman just as he was lifting down the boy he had carried before him ,forcing resistance staggered footman lifting boy carried,14.48,"forcing,resistance,staggered,footman,lifting,boy,carried",0.00,
cried the drunken man  pushing up the boy  s hat ,cried drunken man pushing boy hat,8.16,"cried,drunken,man,pushing,boy,hat",0.00,
exclaimed the wretched father ,exclaimed wretched father,3.33,"exclaimed,wretched,father",0.00,
The shock sobered him at once  and he hid his face in his hands ,shock sobered hid face hands,14.06,"shock,sobered,hid,face,hands",0.00,
Lawrence fell on his knees  and in a voice that could scarcely be heard made a full confession of all the circumstances of his guilt ,Lawrence fell knees voice scarcely heard confession circumstances guilt,12.03,"Lawrence,fell,knees,voice,scarcely,heard,confession,circumstances,guilt",0.00,
 Such a young creature so wicked ,young creature wicked,9.09,"young,creature,wicked",0.00,
the bystanders exclaimed   what could put such wickedness in your head ,bystanders exclaimed wickedness head,9.86,"bystanders,exclaimed,wickedness,head",0.00,
 Bad company  said Lawrence ,Bad company said Lawrence,0.00,"Bad,company,said,Lawrence",0.00,
 And how came you    what brought you into bad company ,came brought bad company,10.91,"came,brought,bad,company",0.00,
While this was saying the farmer was emptying Lazy Lawrence  s pockets  and when the money appeared  all his former companions in the village looked at each other with astonishment and terror ,saying farmer emptying Lazy Lawrence pockets money appeared companions village looked astonishment terror,9.90,"saying,farmer,emptying,Lazy,Lawrence,pockets,money,appeared,companions,village,looked,astonishment,terror",0.00,
Their parents grasped their little hands closer  and cried   Thank God ,parents grasped little hands closer cried Thank God,4.23,"parents,grasped,little,hands,closer,cried,Thank,God",0.00,
How often when he was little we used  as he lounged about  to tell him that idleness was the root of all evil ,little lounged tell idleness root evil,15.45,"little,lounged,tell,idleness,root,evil",0.00,
As for the hardened wretch  his accomplice  everyone was impatient to have him sent to gaol ,hardened wretch accomplice impatient sent gaol,10.87,"hardened,wretch,accomplice,impatient,sent,gaol",0.00,
He put on a bold  insolent countenance  till he heard Lawrence  s confession  till the money was found upon him  and he heard the milk   woman declare that she would swear to the silver penny which he had dropped ,bold insolent countenance till heard Lawrence confession till money found heard milk woman declare swear silver penny dropped,9.86,"bold,insolent,countenance,till,heard,Lawrence,confession,till,money,found,heard,milk,woman,declare,swear,silver,penny,dropped",0.00,
Then he turned pale  and betrayed the strongest signs of fear ,turned pale betrayed strongest signs fear,8.06,"turned,pale,betrayed,strongest,signs,fear",0.00,
 We must take him before the justice  said the farmer   and he  ll be lodged in Bristol gaol ,justice said farmer lodged Bristol gaol,12.90,"justice,said,farmer,lodged,Bristol,gaol",0.00,
said Jem  springing forwards when Lawrence  s hands were going to be tied   let him go    won  t you    can  t you let him go ,said Jem springing forwards Lawrence hands going tied let let,11.90,"said,Jem,springing,forwards,Lawrence,hands,going,tied,let,let",0.00,
 Yes  madam  for mercy  s sake  said Jem  s mother to the lady   think what a disgrace to his family to be sent to gaol ,Yes madam mercy sake said Jem mother lady think disgrace family sent gaol,10.00,"Yes,madam,mercy,sake,said,Jem,mother,lady,think,disgrace,family,sent,gaol",0.00,
His father stood by wringing his hands in an agony of despair ,father stood wringing hands agony despair,9.68,"father,stood,wringing,hands,agony,despair",0.00,
 It  s all my fault  cried he   I brought him up in idleness ,fault cried brought idleness,14.75,"fault,cried,brought,idleness",0.00,
 But he  ll never be idle any more  said Jem   won  t you speak for him  ma  am ,idle said Jem speak,17.50,"idle,said,Jem,speak",0.00,
 Don  t ask the lady to speak for him  said the farmer   it  s better he should go to Bridewell now  than to the gallows by   and   by ,ask lady speak said farmer better Bridewell gallows,14.81,"ask,lady,speak,said,farmer,better,Bridewell,gallows",0.00,
Nothing more was said  for everybody felt the truth of the farmer  s speech ,said everybody felt truth farmer speech,10.53,"said,everybody,felt,truth,farmer,speech",0.00,
Lawrence was eventually sent to Bridewell for a month  and the stable   boy was sent for trial  convicted  and transported to Botany Bay ,Lawrence eventually sent Bridewell month stable boy sent trial convicted transported Botany Bay,7.30,"Lawrence,eventually,sent,Bridewell,month,stable,boy,sent,trial,convicted,transported,Botany,Bay",0.00,
During Lawrence  s confinement  Jem often visited him  and carried him such little presents as he could afford to give  and Jem could afford to be GENEROUS  because he was INDUSTRIOUS ,Lawrence confinement Jem visited carried little presents afford Jem afford GENEROUS INDUSTRIOUS,10.33,"Lawrence,confinement,Jem,visited,carried,little,presents,afford,Jem,afford,GENEROUS,INDUSTRIOUS",0.00,
Lawrence  s heart was touched by his kindness  and his example struck him so forcibly that  when his confinement was ended  he resolved to set immediately to work  and  to the astonishment of all who knew him  soon became remarkable for industry ,Lawrence heart touched kindness example struck forcibly confinement ended resolved set immediately work astonishment knew soon remarkable industry,9.76,"Lawrence,heart,touched,kindness,example,struck,forcibly,confinement,ended,resolved,set,immediately,work,astonishment,knew,soon,remarkable,industry",0.00,
He was found early and late at his work  established a new character  and for ever lost the name of  Lazy Lawrence ,found early late work established new character lost Lazy Lawrence,10.43,"found,early,late,work,established,new,character,lost,Lazy,Lawrence",0.00,
Mr  Spencer  a very benevolent and sensible man  undertook the education of several poor children ,Mr Spencer benevolent sensible man undertook education poor children,6.12,"Mr,Spencer,benevolent,sensible,man,undertook,education,poor,children",0.00,
Among the rest was a boy of the name of Franklin  whom he had bred up from the time he was five years old ,rest boy Franklin bred time years old,16.04,"rest,boy,Franklin,bred,time,years,old",0.00,
Franklin had the misfortune to be the son of a man of infamous character  and for many years this was a disgrace and reproach to his child ,Franklin misfortune son man infamous character years disgrace reproach child,12.23,"Franklin,misfortune,son,man,infamous,character,years,disgrace,reproach,child",0.00,
When any of the neighbours  children quarrelled with him  they used to tell him that he would turn out like his father ,neighbours children quarrelled tell turn like father,12.61,"neighbours,children,quarrelled,tell,turn,like,father",0.00,
But Mr  Spencer always assured him that he might make himself whatever he pleased  that by behaving well he would certainly  sooner or later  secure the esteem and love of all who knew him  even of those who had the strongest prejudice against him on his father  s account ,Mr Spencer assured pleased behaving certainly sooner later secure esteem love knew strongest prejudice father account,12.09,"Mr,Spencer,assured,pleased,behaving,certainly,sooner,later,secure,esteem,love,knew,strongest,prejudice,father,account",0.00,
This hope was very delightful to Franklin  and he showed the strongest desire to learn and to do everything that was right  so that Mr  Spencer soon grew fond of him  and took great pains to instruct him  and to give him all the good habits and principles which might make him a useful  respectable and happy man ,hope delightful Franklin showed strongest desire learn right Mr Spencer soon grew fond took great pains instruct good habits principles useful respectable happy man,10.86,"hope,delightful,Franklin,showed,strongest,desire,learn,right,Mr,Spencer,soon,grew,fond,took,great,pains,instruct,good,habits,principles,useful,respectable,happy,man",0.00,
When he was about thirteen years of age  Mr  Spencer one day sent for him into his closet  and as he was folding up a letter which he had been writing  said to him  with a very kind look  but in a graver tone than usual   Franklin  you are going to leave me ,thirteen years age Mr Spencer day sent closet folding letter writing said kind look graver tone usual Franklin going leave,12.79,"thirteen,years,age,Mr,Spencer,day,sent,closet,folding,letter,writing,said,kind,look,graver,tone,usual,Franklin,going,leave",0.00,
 You are now going to leave me  and to begin the world for yourself ,going leave begin world,14.71,"going,leave,begin,world",0.00,
You will carry this letter to my sister  Mrs  Churchill  in Queen  s Square ,carry letter sister Mrs Churchill Queen Square,9.21,"carry,letter,sister,Mrs,Churchill,Queen,Square",0.00,
You know Queen  s Square ,know Queen Square,8.00,"know,Queen,Square",0.00,
 You must expect  continued Mr  Spencer   to meet with several disagreeable things  and a great deal of rough work  at your first setting out  but be faithful and obedient to your mistress  and obliging to your fellow   servants  and all will go well ,expect continued Mr Spencer meet disagreeable things great deal rough work setting faithful obedient mistress obliging fellow servants,9.96,"expect,continued,Mr,Spencer,meet,disagreeable,things,great,deal,rough,work,setting,faithful,obedient,mistress,obliging,fellow,servants",0.00,
Mrs  Churchill will make you a very good mistress  if you behave properly  and I have no doubt but you will ,Mrs Churchill good mistress behave properly doubt,12.96,"Mrs,Churchill,good,mistress,behave,properly,doubt",0.00,
 And you will always    I mean  as long as you deserve it    find a friend in me ,mean long deserve find friend,14.81,"mean,long,deserve,find,friend",0.00,
 Thank you  sir    I am sure you are    There Franklin stopped short  for the recollection of all Mr  Spencer  s goodness rushed upon him at once  and he could not say another word ,Thank sir sure Franklin stopped short recollection Mr Spencer goodness rushed word,11.60,"Thank,sir,sure,Franklin,stopped,short,recollection,Mr,Spencer,goodness,rushed,word",0.00,
 Bring me a candle to seal this letter  said his master  and he was very glad to get out of the room ,Bring candle seal letter said master glad room,13.86,"Bring,candle,seal,letter,said,master,glad,room",0.00,
He came back with the candle  and  with a stout heart  stood by whilst the letter was sealing  and  when his master put it into his hand  said  in a cheerful voice   I hope you will let me see you again  sir  sometimes ,came candle stout heart stood whilst letter sealing master hand said cheerful voice hope let sir,12.33,"came,candle,stout,heart,stood,whilst,letter,sealing,master,hand,said,cheerful,voice,hope,let,sir",0.00,
 Certainly  whenever your mistress can spare you  I shall be very glad to see you  and remember  if ever you get into any difficulty  don  t be afraid to come to me ,Certainly mistress spare shall glad remember difficulty afraid come,13.94,"Certainly,mistress,spare,shall,glad,remember,difficulty,afraid,come",0.00,
I have sometimes spoken harshly to you  but you will not meet with a more indulgent friend ,spoken harshly meet indulgent friend,13.19,"spoken,harshly,meet,indulgent,friend",0.00,
Franklin at this turned away with a full heart  and  after making two or three attempts to express his gratitude  left the room without being able to speak ,Franklin turned away heart making attempts express gratitude left room able speak,10.26,"Franklin,turned,away,heart,making,attempts,express,gratitude,left,room,able,speak",0.00,
He got to Queen  s Square about three o  clock ,got Queen Square clock,12.77,"got,Queen,Square,clock",0.00,
The door was opened by a large  red   faced man  in a blue coat and scarlet waistcoat  to whom he felt afraid to give his message  lest he should not be a servant ,door opened large red faced man blue coat scarlet waistcoat felt afraid message lest servant,11.04,"door,opened,large,red,faced,man,blue,coat,scarlet,waistcoat,felt,afraid,message,lest,servant",0.00,
 I have a letter for Mrs  Churchill  sir  said Franklin  endeavouring to pronounce his  sir  in a tone as respectful as the butler  s was insolent ,letter Mrs Churchill sir said Franklin endeavouring pronounce sir tone respectful butler insolent,8.84,"letter,Mrs,Churchill,sir,said,Franklin,endeavouring,pronounce,sir,tone,respectful,butler,insolent",0.00,
The man having examined the direction  seal  and edges of the letter  carried it upstairs  and in a few minutes returned  and ordered Franklin to rub his shoes well and follow him ,man examined direction seal edges letter carried upstairs minutes returned ordered Franklin rub shoes follow,9.44,"man,examined,direction,seal,edges,letter,carried,upstairs,minutes,returned,ordered,Franklin,rub,shoes,follow",0.00,
He was then shown into a handsome room  where he found his mistress    an elderly lady ,shown handsome room found mistress elderly lady,10.34,"shown,handsome,room,found,mistress,elderly,lady",0.00,
She asked him a few questions  examining him attentively as she spoke  and her severe eye at first  and her gracious smile afterwards  made him feel that she was a person to be both loved and feared ,asked questions examining attentively spoke severe eye gracious smile feel person loved feared,12.06,"asked,questions,examining,attentively,spoke,severe,eye,gracious,smile,feel,person,loved,feared",0.00,
 I shall give you in charge  said she  ringing a bell   to my housekeeper  and I hope she will have no reason to be displeased with you ,shall charge said ringing bell housekeeper hope reason displeased,13.24,"shall,charge,said,ringing,bell,housekeeper,hope,reason,displeased",0.00,
The housekeeper  when she first came in  appeared with a smiling countenance  but the moment she cast her eyes on Franklin  it changed to a look of surprise and suspicion ,housekeeper came appeared smiling countenance moment cast eyes Franklin changed look surprise suspicion,9.94,"housekeeper,came,appeared,smiling,countenance,moment,cast,eyes,Franklin,changed,look,surprise,suspicion",0.00,
Her mistress recommended him to her protection  saying   Pomfret  I hope you will keep this boy under your own eye ,mistress recommended protection saying Pomfret hope boy eye,10.43,"mistress,recommended,protection,saying,Pomfret,hope,boy,eye",0.00,
And she received him with a cold  Very well  ma  am  which plainly showed that she was not disposed to like him ,received cold plainly showed disposed like,14.29,"received,cold,plainly,showed,disposed,like",0.00,
In fact  Mrs  Pomfret was a woman so fond of power  and so jealous of favour  that she would have quarrelled with an angel who had got so near her mistress without her introduction ,fact Mrs Pomfret woman fond power jealous favour quarrelled angel got near mistress introduction,11.05,"fact,Mrs,Pomfret,woman,fond,power,jealous,favour,quarrelled,angel,got,near,mistress,introduction",0.00,
She smothered her displeasure  however  till night  when  as she attended her mistress  toilette  she could not refrain from expressing her sentiments ,smothered displeasure till night attended mistress toilette refrain expressing sentiments,7.95,"smothered,displeasure,till,night,attended,mistress,toilette,refrain,expressing,sentiments",0.00,
She began cautiously   Ma  am  is not this the boy Mr  Spencer was talking of one day    that has been brought up by the VILLAINTROPIC SOCIETY  I think they call it ,began cautiously boy Mr Spencer talking day brought VILLAINTROPIC SOCIETY think,12.12,"began,cautiously,boy,Mr,Spencer,talking,day,brought,VILLAINTROPIC,SOCIETY,think",0.00,
 Philanthropic Society  yes  said her mistress   and my brother gives him a high character  I hope he will do very well ,Philanthropic Society yes said mistress brother gives high character hope,9.17,"Philanthropic,Society,yes,said,mistress,brother,gives,high,character,hope",0.00,
 I  m sure I hope so too  observed Mrs  Pomfret   but I can  t say  for my part  I  ve no great notion of those low people ,sure hope observed Mrs Pomfret great notion low people,14.63,"sure,hope,observed,Mrs,Pomfret,great,notion,low,people",0.00,
They say all those children are taken from the very lowest DRUGS and REFUGES of the town  and surely they are like enough  ma  am  to take after their own fathers and mothers ,children taken lowest DRUGS REFUGES town surely like fathers mothers,13.14,"children,taken,lowest,DRUGS,REFUGES,town,surely,like,fathers,mothers",0.00,
 But they are not suffered to be with their parents  rejoined the lady   and therefore cannot be hurt by their example ,suffered parents rejoined lady hurt example,12.61,"suffered,parents,rejoined,lady,hurt,example",0.00,
This little boy  to be sure  was unfortunate in his father  but he has had an excellent education ,little boy sure unfortunate father excellent education,11.22,"little,boy,sure,unfortunate,father,excellent,education",0.00,
I don  t say but what edication is a great thing ,edication great thing,16.33,"edication,great,thing",0.00,
But then  ma  am  edication can  t change the NATUR that  s in one  they say  and one  s that born naturally bad and low  they say  all the edication in the world won  t do no good  and  for my part  ma  am  I know you knows best  but I should be afraid to let any of those Villaintropic folks get into my house  for nobody can tell the natur of them aforehand ,edication change NATUR born naturally bad low edication world good know knows best afraid let Villaintropic folks house tell natur aforehand,14.68,"edication,change,NATUR,born,naturally,bad,low,edication,world,good,know,knows,best,afraid,let,Villaintropic,folks,house,tell,natur,aforehand",0.00,
 Pomfret  I thought you had better sense  how would this poor boy earn his bread ,Pomfret thought better sense poor boy earn bread,8.64,"Pomfret,thought,better,sense,poor,boy,earn,bread",0.00,
he would be forced to starve or steal  if everybody had such prejudices ,forced starve steal everybody prejudices,11.11,"forced,starve,steal,everybody,prejudices",0.00,
Pomfret  who really was a good woman  was softened at this idea  and said   God forbid he should starve or steal  and God forbid I should say anything PREJUDICIARY of the boy  for there may be no harm in him ,Pomfret good woman softened idea said God forbid starve steal God forbid PREJUDICIARY boy harm,12.02,"Pomfret,good,woman,softened,idea,said,God,forbid,starve,steal,God,forbid,PREJUDICIARY,boy,harm",0.00,
 Well  said Mrs  Churchill  changing her tone   but  Pomfret  if we don  t like the boy at the end of the month  we have done with him  for I have only promised Mr  Spencer to keep him a month upon trial  there is no harm done ,said Mrs Churchill changing tone Pomfret like boy end month promised Mr Spencer month trial harm,13.22,"said,Mrs,Churchill,changing,tone,Pomfret,like,boy,end,month,promised,Mr,Spencer,month,trial,harm",0.00,
 Dear  no  ma  am  to be sure  and cook must put up with her disappointment  that  s all ,Dear sure cook disappointment,15.73,"Dear,sure,cook,disappointment",0.00,
 About her nephew  ma  am  the boy she and I was speaking to you for ,nephew boy speaking,17.39,"nephew,boy,speaking",0.00,
 The day you called her up about the almond pudding  ma  am ,day called almond pudding,13.33,"day,called,almond,pudding",0.00,
If you remember  you said you should have no objections to try the boy  and upon that cook bought him new shirts  but they are to the good  as I tell her ,remember said objections try boy cook bought new shirts good tell,13.64,"remember,said,objections,try,boy,cook,bought,new,shirts,good,tell",0.00,
 O  no ma  am  not at all  she does not think to SAY THAT  else I should be very angry  but the poor woman never let fall a word  any more than frets that the boy should miss such a good place ,think angry poor woman let fall word frets boy miss good place,15.54,"think,angry,poor,woman,let,fall,word,frets,boy,miss,good,place",0.00,
 Well  but since I did say that I should have no objection to try him  I shall keep my word  let him come to   morrow ,objection try shall word let come morrow,15.25,"objection,try,shall,word,let,come,morrow",0.00,
Let them both have a fair trial  and at the end of the month I can decide which I like best  and which we had better keep ,Let fair trial end month decide like best better,14.75,"Let,fair,trial,end,month,decide,like,best,better",0.00,
Dismissed with these orders  Mrs  Pomfret hastened to report all that had passed to the cook  like a favourite minister  proud to display the extent of her secret influence ,Dismissed orders Mrs Pomfret hastened report passed cook like favourite minister proud display extent secret influence,7.51,"Dismissed,orders,Mrs,Pomfret,hastened,report,passed,cook,like,favourite,minister,proud,display,extent,secret,influence",0.00,
In the morning Felix  the cook  s nephew  arrived  and  the moment he came into the kitchen  every eye  even the scullion  s  was fixed upon him with approbation  and afterwards glanced upon Franklin with contempt    contempt which Franklin could not endure without some confusion  though quite unconscious of having deserved it  nor  upon the most impartial and cool self   examination  could he comprehend the justice of his judges ,morning Felix cook nephew arrived moment came kitchen eye scullion fixed approbation glanced Franklin contempt contempt Franklin endure confusion unconscious deserved impartial cool self examination comprehend justice judges,9.45,"morning,Felix,cook,nephew,arrived,moment,came,kitchen,eye,scullion,fixed,approbation,glanced,Franklin,contempt,contempt,Franklin,endure,confusion,unconscious,deserved,impartial,cool,self,examination,comprehend,justice,judges",0.00,
He perceived indeed    for the comparisons were minutely made in audible and scornful whispers    that Felix was a much handsomer  or as the kitchen maid expressed it  a much more genteeler gentlemanly looking like sort of person than he was  and he was made to understand  that he wanted a frill to his shirt  a cravat  a pair of thin shoes  and  above all  shoe strings  besides other nameless advantages  which justly made his rival the admiration of the kitchen ,perceived comparisons minutely audible scornful whispers Felix handsomer kitchen maid expressed genteeler gentlemanly looking like sort person understand wanted frill shirt cravat pair thin shoes shoe strings nameless advantages justly rival admiration kitchen,10.09,"perceived,comparisons,minutely,audible,scornful,whispers,Felix,handsomer,kitchen,maid,expressed,genteeler,gentlemanly,looking,like,sort,person,understand,wanted,frill,shirt,cravat,pair,thin,shoes,shoe,strings,nameless,advantages,justly,rival,admiration,kitchen",0.00,
However  upon calling to mind all that his friend Mr  Spencer had ever said to him  he could not recollect his having warned him that shoe strings were indispensable requisites to the character of a good servant  so that he could only comfort himself with resolving  if possible  to make amends for these deficiencies  and to dissipate the prejudices which he saw were formed against him  by the strictest adherence to all that his tutor had taught him to be his duty ,calling mind friend Mr Spencer said recollect warned shoe strings indispensable requisites character good servant comfort resolving possible amends deficiencies dissipate prejudices saw formed strictest adherence tutor taught duty,11.32,"calling,mind,friend,Mr,Spencer,said,recollect,warned,shoe,strings,indispensable,requisites,character,good,servant,comfort,resolving,possible,amends,deficiencies,dissipate,prejudices,saw,formed,strictest,adherence,tutor,taught,duty",0.00,
He hoped to secure the approbation of his mistress by scrupulous obedience to all her commands  and faithful care of all that belonged to her ,hoped secure approbation mistress scrupulous obedience commands faithful care belonged,10.56,"hoped,secure,approbation,mistress,scrupulous,obedience,commands,faithful,care,belonged",0.00,
At the same time he flattered himself he should win the goodwill of his fellow servants by showing a constant desire to oblige them ,time flattered win goodwill fellow servants showing constant desire oblige,10.61,"time,flattered,win,goodwill,fellow,servants,showing,constant,desire,oblige",0.00,
He pursued this plan of conduct steadily for nearly three weeks  and found that he succeeded beyond his expectations in pleasing his mistress  but unfortunately he found it more difficult to please his fellow servants  and he sometimes offended when he least expected it ,pursued plan conduct steadily nearly weeks found succeeded expectations pleasing mistress unfortunately found difficult fellow servants offended expected,9.59,"pursued,plan,conduct,steadily,nearly,weeks,found,succeeded,expectations,pleasing,mistress,unfortunately,found,difficult,fellow,servants,offended,expected",0.00,
He had made great progress in the affections of Corkscrew  the butler  by working indeed very hard for him  and doing every day at least half his business ,great progress affections Corkscrew butler working hard day half business,11.61,"great,progress,affections,Corkscrew,butler,working,hard,day,half,business",0.00,
But one unfortunate night the butler was gone out  the bell rang  he went upstairs  and his mistress asking where Corkscrew was  he answered that he was gone out ,unfortunate night butler gone bell rang went upstairs mistress asking Corkscrew answered gone,9.88,"unfortunate,night,butler,gone,bell,rang,went,upstairs,mistress,asking,Corkscrew,answered,gone",0.00,
 I don  t know  answered Franklin ,know answered Franklin,8.82,"know,answered,Franklin",0.00,
And  as he had told exactly the truth  and meant to do no harm  he was surprised  at the butler  s return  when he repeated to him what had passed  at receiving a sudden box on the ear  and the appellation of a mischievous  impertinent  mean   spirited brat ,told exactly truth meant harm surprised butler return repeated passed receiving sudden box ear appellation mischievous impertinent mean spirited brat,10.85,"told,exactly,truth,meant,harm,surprised,butler,return,repeated,passed,receiving,sudden,box,ear,appellation,mischievous,impertinent,mean,spirited,brat",0.00,
 Mischievous  impertinent  mean ,Mischievous impertinent mean,0.00,"Mischievous,impertinent,mean",0.00,
repeated Franklin to himself  but  looking in the butler  s face  which was a deeper scarlet than usual  he judged that he was far from sober  and did not doubt but that the next morning  when he came to the use of his reason  he would be sensible of his injustice  and apologize for his box of the ear ,repeated Franklin looking butler face deeper scarlet usual judged far sober doubt morning came use reason sensible injustice apologize box ear,12.54,"repeated,Franklin,looking,butler,face,deeper,scarlet,usual,judged,far,sober,doubt,morning,came,use,reason,sensible,injustice,apologize,box,ear",0.00,
But no apology coming all day  Franklin at last ventured to request an explanation  or rather  to ask what he had best do on the next occasion ,apology coming day Franklin ventured request explanation ask best occasion,11.89,"apology,coming,day,Franklin,ventured,request,explanation,ask,best,occasion",0.00,
 Why  said Corkscrew   when mistress asked for me  how came you to say I was gone out ,said Corkscrew mistress asked came gone,12.79,"said,Corkscrew,mistress,asked,came,gone",0.00,
 And when she asked you where I was gone  how came you to say that you did not know ,asked gone came know,17.86,"asked,gone,came,know",0.00,
cried Corkscrew  and looked as if he would have struck him again   how dare you give me the lie  Mr  Hypocrite ,cried Corkscrew looked struck dare lie Mr Hypocrite,11.71,"cried,Corkscrew,looked,struck,dare,lie,Mr,Hypocrite",0.00,
You would be ready enough  I  ll be bound  to make excuses for yourself ,ready bound excuses,15.28,"ready,bound,excuses",0.00,
Why are not mistress  clogs cleaned ,mistress clogs cleaned,8.33,"mistress,clogs,cleaned",0.00,
Go along and blacken  them  this minute  and send Felix to me ,blacken minute send Felix,12.90,"blacken,minute,send,Felix",0.00,
From this time forward Felix alone was privileged to enter the butler  s pantry ,time forward Felix privileged enter butler pantry,8.75,"time,forward,Felix,privileged,enter,butler,pantry",0.00,
Felix became the favourite of Corkscrew  and  though Franklin by no means sought to pry into the mysteries of their private conferences  nor ever entered without knocking at the door  yet it was his fate once to be sent of a message at an unlucky time  and  as the door was half open  he could not avoid seeing Felix drinking a bumper of red liquor  which he could not help suspecting to be wine  and  as the decanter  which usually went upstairs after dinner  was at this time in the butler  s grasp  without any stopper in it  he was involuntarily forced to suspect they were drinking his mistress  wine ,Felix favourite Corkscrew Franklin means sought pry mysteries private conferences entered knocking door fate sent message unlucky time door half open avoid seeing Felix drinking bumper red liquor help suspecting wine decanter usually went upstairs dinner time butler grasp stopper involuntarily forced suspect drinking mistress wine,10.56,"Felix,favourite,Corkscrew,Franklin,means,sought,pry,mysteries,private,conferences,entered,knocking,door,fate,sent,message,unlucky,time,door,half,open,avoid,seeing,Felix,drinking,bumper,red,liquor,help,suspecting,wine,decanter,usually,went,upstairs,dinner,time,butler,grasp,stopper,involuntarily,forced,suspect,drinking,mistress,wine",0.00,
Nor were the bumpers of port the only unlawful rewards which Felix received  his aunt  the cook  had occasion for his assistance  and she had many delicious douceurs in her gift ,bumpers port unlawful rewards Felix received aunt cook occasion assistance delicious douceurs gift,10.11,"bumpers,port,unlawful,rewards,Felix,received,aunt,cook,occasion,assistance,delicious,douceurs,gift",0.00,
Many a handful of currants  many a half   custard  many a triangular remnant of pie  besides the choice of his own meal at breakfast  dinner and supper  fell to the share of the favourite Felix  whilst Franklin was neglected  though he took the utmost pains to please the cook in all honourable service  and  when she was hot  angry  or hurried  he was always at hand to help her  and in the hour of adversity  when the clock struck five  and no dinner was dished  and no kitchen maid with twenty pair of hands was to be had  Franklin would answer to her call  with flowers to garnish her dishes  and presence of mind to know  in the midst of the commotion  where everything that was wanting was to be found  so that  quick as lightning  all difficulties vanished before him ,handful currants half custard triangular remnant pie choice meal breakfast dinner supper fell share favourite Felix whilst Franklin neglected took utmost pains cook honourable service hot angry hurried hand help hour adversity clock struck dinner dished kitchen maid pair hands Franklin answer flowers garnish dishes presence mind know midst commotion wanting found quick lightning difficulties vanished,10.97,"handful,currants,half,custard,triangular,remnant,pie,choice,meal,breakfast,dinner,supper,fell,share,favourite,Felix,whilst,Franklin,neglected,took,utmost,pains,cook,honourable,service,hot,angry,hurried,hand,help,hour,adversity,clock,struck,dinner,dished,kitchen,maid,pair,hands,Franklin,answer,flowers,garnish,dishes,presence,mind,know,midst,commotion,wanting,found,quick,lightning,difficulties,vanished",0.00,
Yet when the danger was over  and the hour of adversity had past  the ungrateful cook would forget her benefactor  and  when it came to his supper time  would throw him  with a carelessness that touched him sensibly  anything which the other servants were too nice to eat ,danger hour adversity past ungrateful cook forget benefactor came supper time throw carelessness touched sensibly servants nice eat,11.03,"danger,hour,adversity,past,ungrateful,cook,forget,benefactor,came,supper,time,throw,carelessness,touched,sensibly,servants,nice,eat",0.00,
All this Franklin bore with fortitude  nor did he envy Felix the dainties which he ate  sometimes close beside him   For  said he to himself   I have a clear conscience  and that is more than Felix can have ,Franklin bore fortitude envy Felix dainties ate close said clear conscience Felix,12.56,"Franklin,bore,fortitude,envy,Felix,dainties,ate,close,said,clear,conscience,Felix",0.00,
I know how he wins cook  s favour too well  and I fancy I know how I have offended her  for since the day I saw the basket  she has done nothing but huff me ,know wins cook favour fancy know offended day saw basket huff,15.29,"know,wins,cook,favour,fancy,know,offended,day,saw,basket,huff",0.00,
Mrs  Pomfret  the housekeeper  had several times  directly and indirectly  given the world below to understand that she and her mistress thought there was a prodigious quantity of meat eaten of late ,Mrs Pomfret housekeeper times directly indirectly given world understand mistress thought prodigious quantity meat eaten late,8.04,"Mrs,Pomfret,housekeeper,times,directly,indirectly,given,world,understand,mistress,thought,prodigious,quantity,meat,eaten,late",0.00,
Now  when she spoke  it was usually at dinner time  she always looked  or Franklin imagined that she looked  suspiciously at him ,spoke usually dinner time looked Franklin imagined looked suspiciously,10.08,"spoke,usually,dinner,time,looked,Franklin,imagined,looked,suspiciously",0.00,
Other people looked more maliciously  but  as he felt himself perfectly innocent  he went on eating his dinner in silence ,people looked maliciously felt perfectly innocent went eating dinner silence,8.20,"people,looked,maliciously,felt,perfectly,innocent,went,eating,dinner,silence",0.00,
But at length it was time to explain ,length time explain,13.51,"length,time,explain",0.00,
One Sunday there appeared a handsome sirloin of beef  which before noon on Monday had shrunk almost to the bare bone  and presented such a deplorable spectacle to the opening eyes of Mrs  Pomfret that her long smothered indignation burst forth  and she boldly declared she was now certain there had been foul play  and she would have the beef found  or she would know why ,Sunday appeared handsome sirloin beef noon Monday shrunk bare bone presented deplorable spectacle opening eyes Mrs Pomfret long smothered indignation burst forth boldly declared certain foul play beef found know,9.68,"Sunday,appeared,handsome,sirloin,beef,noon,Monday,shrunk,bare,bone,presented,deplorable,spectacle,opening,eyes,Mrs,Pomfret,long,smothered,indignation,burst,forth,boldly,declared,certain,foul,play,beef,found,know",0.00,
