Unclean,Clean,Noise_Pre_Processing,Training_Data,Noise_Post_Processing,Query
Can delight  Chained in night  The virgins of youth and morning bear ,delight Chained night virgins youth morning bear,7.25,"delight,Chained,night,virgins,youth,morning,bear",0.00,
 Does spring hide its joy  When buds and blossoms grow ,spring hide joy buds blossoms grow,7.27,"spring,hide,joy,buds,blossoms,grow",0.00,
Does the sower Sow by night  Or the plowman in darkness plough ,sower Sow night plowman darkness plough,9.52,"sower,Sow,night,plowman,darkness,plough",0.00,
 Break this heavy chain  That does freeze my bones around ,Break heavy chain freeze bones,8.62,"Break,heavy,chain,freeze,bones",0.00,
Selfish  vain  Eternal bane  That free love with bondage bound ,Selfish vain Eternal bane free love bondage bound,3.17,"Selfish,vain,Eternal,bane,free,love,bondage,bound",0.00,
 Love seeketh not itself to please  Nor for itself hath any care  But for another gives it ease  And builds a heaven in hell  s despair ,Love seeketh hath care gives ease builds heaven hell despair,11.76,"Love,seeketh,hath,care,gives,ease,builds,heaven,hell,despair",0.00,
So sang a little clod of clay  Trodden with the cattle  s feet  But a pebble of the brook Warbled out these metres meet ,sang little clod clay Trodden cattle feet pebble brook Warbled metres meet,10.00,"sang,little,clod,clay,Trodden,cattle,feet,pebble,brook,Warbled,metres,meet",0.00,
 Love seeketh only Self to please  To bind another to its delight  Joys in another  s loss of ease  And builds a hell in heaven  s despite ,Love seeketh Self bind delight Joys loss ease builds hell heaven despite,10.79,"Love,seeketh,Self,bind,delight,Joys,loss,ease,builds,hell,heaven,despite",0.00,
Is this a holy thing to see In a rich and fruitful land     Babes reduced to misery  Fed with cold and usurous hand ,holy thing rich fruitful land Babes reduced misery Fed cold usurous hand,9.48,"holy,thing,rich,fruitful,land,Babes,reduced,misery,Fed,cold,usurous,hand",0.00,
Is that trembling cry a song ,trembling cry song,10.34,"trembling,cry,song",0.00,
And their son does never shine  And their fields are bleak and bare  And their ways are filled with thorns  It is eternal winter there ,son shine fields bleak bare ways filled thorns eternal winter,11.11,"son,shine,fields,bleak,bare,ways,filled,thorns,eternal,winter",0.00,
For where  er the sun does shine  And where  er the rain does fall  Babes should never hunger there  Nor poverty the mind appall ,er sun shine er rain fall Babes hunger poverty mind appall,10.08,"er,sun,shine,er,rain,fall,Babes,hunger,poverty,mind,appall",0.00,
THE LITTLE GIRL LOST,LITTLE GIRL LOST,5.00,"LITTLE,GIRL,LOST",0.00,
In futurity I prophetic see That the earth from sleep ,futurity prophetic earth sleep,11.11,"futurity,prophetic,earth,sleep",0.00,
Shall arise  and seek for her Maker meek  And the desert wild Become a garden mild ,Shall arise seek Maker meek desert wild garden mild,8.43,"Shall,arise,seek,Maker,meek,desert,wild,garden,mild",0.00,
In the southern clime  Where the summer  s prime Never fades away  Lovely Lyca lay ,southern clime summer prime fades away Lovely Lyca lay,7.23,"southern,clime,summer,prime,fades,away,Lovely,Lyca,lay",0.00,
Seven summers old Lovely Lyca told ,Seven summers old Lovely Lyca told,0.00,"Seven,summers,old,Lovely,Lyca,told",0.00,
She had wandered long  Hearing wild birds  song ,wandered long Hearing wild birds song,4.17,"wandered,long,Hearing,wild,birds,song",0.00,
 Sweet sleep  come to me Underneath this tree  Do father  mother  weep ,Sweet sleep come Underneath tree father mother weep,5.63,"Sweet,sleep,come,Underneath,tree,father,mother,weep",0.00,
 Lost in desert wild Is your little child ,Lost desert wild little child,7.14,"Lost,desert,wild,little,child",0.00,
How can Lyca sleep If her mother weep ,Lyca sleep mother weep,10.53,"Lyca,sleep,mother,weep",0.00,
 If her heart does ache  Then let Lyca wake  If my mother sleep  Lyca shall not weep ,heart ache let Lyca wake mother sleep Lyca shall weep,8.24,"heart,ache,let,Lyca,wake,mother,sleep,Lyca,shall,weep",0.00,
 Frowning  frowning night  O  er this desert bright Let thy moon arise  While I close my eyes ,Frowning frowning night er desert bright Let thy moon arise close eyes,5.32,"Frowning,frowning,night,er,desert,bright,Let,thy,moon,arise,close,eyes",0.00,
Sleeping Lyca lay While the beasts of prey  Come from caverns deep  Viewed the maid asleep ,Sleeping Lyca lay beasts prey Come caverns deep Viewed maid asleep,5.49,"Sleeping,Lyca,lay,beasts,prey,Come,caverns,deep,Viewed,maid,asleep",0.00,
The kingly lion stood  And the virgin viewed  Then he gambolled round O  er the hallowed ground ,kingly lion stood virgin viewed gambolled round er hallowed ground,7.29,"kingly,lion,stood,virgin,viewed,gambolled,round,er,hallowed,ground",0.00,
Leopards  tigers  play Round her as she lay  While the lion old Bowed his mane of gold ,Leopards tigers play Round lay lion old Bowed mane gold,8.05,"Leopards,tigers,play,Round,lay,lion,old,Bowed,mane,gold",0.00,
And her breast did lick And upon her neck  From his eyes of flame  Ruby tears there came ,breast lick neck eyes flame Ruby tears came,11.24,"breast,lick,neck,eyes,flame,Ruby,tears,came",0.00,
While the lioness Loosed her slender dress  And naked they conveyed To caves the sleeping maid ,lioness Loosed slender dress naked conveyed caves sleeping maid,7.37,"lioness,Loosed,slender,dress,naked,conveyed,caves,sleeping,maid",0.00,
THE LITTLE GIRL FOUND,LITTLE GIRL FOUND,4.76,"LITTLE,GIRL,FOUND",0.00,
All the night in woe Lyca  s parents go Over valleys deep  While the deserts weep ,night woe Lyca parents valleys deep deserts weep,9.76,"night,woe,Lyca,parents,valleys,deep,deserts,weep",0.00,
Tired and woe   begone  Hoarse with making moan  Arm in arm  seven days They traced the desert ways ,Tired woe begone Hoarse making moan Arm arm seven days traced desert ways,5.00,"Tired,woe,begone,Hoarse,making,moan,Arm,arm,seven,days,traced,desert,ways",0.00,
Seven nights they sleep Among shadows deep  And dream they see their child Starved in desert wild ,Seven nights sleep shadows deep dream child Starved desert wild,7.14,"Seven,nights,sleep,shadows,deep,dream,child,Starved,desert,wild",0.00,
Pale through pathless ways The fancied image strays  Famished  weeping  weak  With hollow piteous shriek ,Pale pathless ways fancied image strays Famished weeping weak hollow piteous shriek,2.86,"Pale,pathless,ways,fancied,image,strays,Famished,weeping,weak,hollow,piteous,shriek",0.00,
Rising from unrest  The trembling woman presse With feet of weary woe  She could no further go ,Rising unrest trembling woman presse feet weary woe,9.47,"Rising,unrest,trembling,woman,presse,feet,weary,woe",0.00,
In his arms he bore Her  armed with sorrow sore  Till before their way A couching lion lay ,arms bore armed sorrow sore Till way couching lion lay,8.79,"arms,bore,armed,sorrow,sore,Till,way,couching,lion,lay",0.00,
Turning back was vain  Soon his heavy mane Bore them to the ground  Then he stalked around ,Turning vain Soon heavy mane Bore ground stalked,9.89,"Turning,vain,Soon,heavy,mane,Bore,ground,stalked",0.00,
Smelling to his prey  But their fears allay When he licks their hands  And silent by them stands ,Smelling prey fears allay licks hands silent stands,10.31,"Smelling,prey,fears,allay,licks,hands,silent,stands",0.00,
They look upon his eyes  Filled with deep surprise  And wondering behold A spirit armed in gold ,look eyes Filled deep surprise wondering behold spirit armed gold,7.29,"look,eyes,Filled,deep,surprise,wondering,behold,spirit,armed,gold",0.00,
On his head a crown  On his shoulders down Flowed his golden hair ,head crown shoulders Flowed golden hair,10.61,"head,crown,shoulders,Flowed,golden,hair",0.00,
 Follow me  he said   Weep not for the maid  In my palace deep  Lyca lies asleep ,Follow said Weep maid palace deep Lyca lies asleep,8.64,"Follow,said,Weep,maid,palace,deep,Lyca,lies,asleep",0.00,
Then they followed Where the vision led  And saw their sleeping child Among tigers wild ,followed vision led saw sleeping child tigers wild,7.95,"followed,vision,led,saw,sleeping,child,tigers,wild",0.00,
To this day they dwell In a lonely dell  Nor fear the wolvish howl Nor the lion  s growl ,day dwell lonely dell fear wolvish howl lion growl,11.24,"day,dwell,lonely,dell,fear,wolvish,howl,lion,growl",0.00,
A little black thing in the snow  Crying  weep ,little black thing snow Crying weep,6.38,"little,black,thing,snow,Crying,weep",0.00,
 Where are thy father and mother ,thy father mother,9.09,"thy,father,mother",0.00,
    They are both gone up to the church to pray ,gone church pray,14.58,"gone,church,pray",0.00,
 Because I was happy upon the heath  And smiled among the winter  s snow  They clothed me in the clothes of death  And taught me to sing the notes of woe ,happy heath smiled winter snow clothed clothes death taught sing notes woe,12.34,"happy,heath,smiled,winter,snow,clothed,clothes,death,taught,sing,notes,woe",0.00,
 And because I am happy and dance and sing  They think they have done me no injury  And are gone to praise God and his priest and king  Who make up a heaven of our misery ,happy dance sing think injury gone praise God priest king heaven misery,14.04,"happy,dance,sing,think,injury,gone,praise,God,priest,king,heaven,misery",0.00,
When voices of children are heard on the green  And whisperings are in the dale  The days of my youth rise fresh in my mind  My face turns green and pale ,voices children heard green whisperings dale days youth rise fresh mind face turns green pale,10.39,"voices,children,heard,green,whisperings,dale,days,youth,rise,fresh,mind,face,turns,green,pale",0.00,
Then come home  my children  the sun is gone down  And the dews of night arise  Your spring and your day are wasted in play  And your winter and night in disguise ,come home children sun gone dews night arise spring day wasted play winter night disguise,10.43,"come,home,children,sun,gone,dews,night,arise,spring,day,wasted,play,winter,night,disguise",0.00,
O rose  thou art sick ,rose thou art sick,4.55,"rose,thou,art,sick",0.00,
The invisible worm  That flies in the night  In the howling storm ,invisible worm flies night howling storm,9.09,"invisible,worm,flies,night,howling,storm",0.00,
Has found out thy bed Of crimson joy  And his dark secret love Does thy life destroy ,found thy bed crimson joy dark secret love thy life destroy,7.06,"found,thy,bed,crimson,joy,dark,secret,love,thy,life,destroy",0.00,
Little Fly  Thy summer  s play My thoughtless hand Has brushed away ,Little Fly Thy summer play thoughtless hand brushed away,4.41,"Little,Fly,Thy,summer,play,thoughtless,hand,brushed,away",0.00,
Am not I A fly like thee ,fly like thee,16.00,"fly,like,thee",0.00,
Or art not thou A man like me ,art thou man like,13.33,"art,thou,man,like",0.00,
For I dance And drink  and sing  Till some blind hand Shall brush my wing ,dance drink sing Till blind hand Shall brush wing,8.11,"dance,drink,sing,Till,blind,hand,Shall,brush,wing",0.00,
If thought is life And strength and breath And the want Of thought is death ,thought life strength breath want thought death,10.53,"thought,life,strength,breath,want,thought,death",0.00,
Then am I A happy fly  If I live  Or if I die ,happy fly live die,19.57,"happy,fly,live,die",0.00,
And that I was a maiden Queen Guarded by an Angel mild  Witless woe was ne  er beguiled ,maiden Queen Guarded Angel mild Witless woe ne er beguiled,9.09,"maiden,Queen,Guarded,Angel,mild,Witless,woe,ne,er,beguiled",0.00,
And I wept both night and day  And he wiped my tears away  And I wept both day and night  And hid from him my heart  s delight ,wept night day wiped tears away wept day night hid heart delight,12.60,"wept,night,day,wiped,tears,away,wept,day,night,hid,heart,delight",0.00,
So he took his wings  and fled  Then the morn blushed rosy red ,took wings fled morn blushed rosy red,9.52,"took,wings,fled,morn,blushed,rosy,red",0.00,
I dried my tears  and armed my fears With ten   thousand shields and spears ,dried tears armed fears thousand shields spears,9.21,"dried,tears,armed,fears,thousand,shields,spears",0.00,
Soon my Angel came again  I was armed  he came in vain  For the time of youth was fled  And grey hairs were on my head ,Soon Angel came armed came vain time youth fled grey hairs head,11.76,"Soon,Angel,came,armed,came,vain,time,youth,fled,grey,hairs,head",0.00,
Tiger  tiger  burning bright In the forest of the night  What immortal hand or eye Could Frame thy fearful symmetry ,Tiger tiger burning bright forest night immortal hand eye Frame thy fearful symmetry,6.03,"Tiger,tiger,burning,bright,forest,night,immortal,hand,eye,Frame,thy,fearful,symmetry",0.00,
In what distant deeps or skies Burnt the fire of thine eyes ,distant deeps skies Burnt fire thine eyes,8.33,"distant,deeps,skies,Burnt,fire,thine,eyes",0.00,
On what wings dare he aspire ,wings dare aspire,10.34,"wings,dare,aspire",0.00,
What the hand dare seize the fire ,hand dare seize fire,8.82,"hand,dare,seize,fire",0.00,
And what shoulder and what art Could twist the sinews of thy heart ,shoulder art twist sinews thy heart,10.45,"shoulder,art,twist,sinews,thy,heart",0.00,
And  when thy heart began to beat  What dread hand and what dread feet ,thy heart began beat dread hand dread feet,8.45,"thy,heart,began,beat,dread,hand,dread,feet",0.00,
In what furnace was thy brain ,furnace thy brain,10.00,"furnace,thy,brain",0.00,
what dread grasp Dare its deadly terrors clasp ,dread grasp Dare deadly terrors clasp,4.26,"dread,grasp,Dare,deadly,terrors,clasp",0.00,
When the stars threw down their spears  And watered heaven with their tears  Did he smile his work to see ,stars threw spears watered heaven tears smile work,11.32,"stars,threw,spears,watered,heaven,tears,smile,work",0.00,
Tiger  tiger  burning bright In the forests of the night  What immortal hand or eye Dare frame thy fearful symmetry ,Tiger tiger burning bright forests night immortal hand eye Dare frame thy fearful symmetry,5.17,"Tiger,tiger,burning,bright,forests,night,immortal,hand,eye,Dare,frame,thy,fearful,symmetry",0.00,
MY PRETTY ROSE TREE,PRETTY ROSE TREE,5.26,"PRETTY,ROSE,TREE",0.00,
A flower was offered to me  Such a flower as May never bore  But I said  I  ve a pretty rose tree  And I passed the sweet flower o  er ,flower offered flower bore said pretty rose tree passed sweet flower er,13.33,"flower,offered,flower,bore,said,pretty,rose,tree,passed,sweet,flower,er",0.00,
Then I went to my pretty rose tree  To tend her by day and by night  But my rose turned away with jealousy  And her thorns were my only delight ,went pretty rose tree tend day night rose turned away jealousy thorns delight,11.81,"went,pretty,rose,tree,tend,day,night,rose,turned,away,jealousy,thorns,delight",0.00,
Ah Sunflower  weary of time  Who countest the steps of the sun  Seeking after that sweet golden clime Where the traveller  s journey is done ,Ah Sunflower weary time countest steps sun Seeking sweet golden clime traveller journey,8.51,"Ah,Sunflower,weary,time,countest,steps,sun,Seeking,sweet,golden,clime,traveller,journey",0.00,
Where the Youth pined away with desire  And the pale virgin shrouded in snow  Arise from their graves  and aspire Where my Sunflower wishes to go ,Youth pined away desire pale virgin shrouded snow Arise graves aspire Sunflower wishes,8.90,"Youth,pined,away,desire,pale,virgin,shrouded,snow,Arise,graves,aspire,Sunflower,wishes",0.00,
The modest Rose puts forth a thorn  The humble sheep a threat  ning horn  While the Lily white shall in love delight  Nor a thorn nor a threat stain her beauty bright ,modest Rose puts forth thorn humble sheep threat ning horn Lily white shall love delight thorn threat stain beauty bright,7.19,"modest,Rose,puts,forth,thorn,humble,sheep,threat,ning,horn,Lily,white,shall,love,delight,thorn,threat,stain,beauty,bright",0.00,
I laid me down upon a bank  Where Love lay sleeping  I heard among the rushes dank Weeping  weeping ,laid bank Love lay sleeping heard rushes dank Weeping weeping,9.00,"laid,bank,Love,lay,sleeping,heard,rushes,dank,Weeping,weeping",0.00,
Then I went to the heath and the wild  To the thistles and thorns of the waste  And they told me how they were beguiled  Driven out  and compelled to the chaste ,went heath wild thistles thorns waste told beguiled Driven compelled chaste,13.04,"went,heath,wild,thistles,thorns,waste,told,beguiled,Driven,compelled,chaste",0.00,
I went to the Garden of Love  And saw what I never had seen  A Chapel was built in the midst  Where I used to play on the green ,went Garden Love saw seen Chapel built midst play green,14.84,"went,Garden,Love,saw,seen,Chapel,built,midst,play,green",0.00,
And the gates of this Chapel were shut And  Thou shalt not  writ over the door  So I turned to the Garden of Love That so many sweet flowers bore ,gates Chapel shut Thou shalt writ door turned Garden Love sweet flowers bore,11.64,"gates,Chapel,shut,Thou,shalt,writ,door,turned,Garden,Love,sweet,flowers,bore",0.00,
And I saw it was filled with graves  And tombstones where flowers should be  And priests in black gowns were walking their rounds  And binding with briars my joys and desires ,saw filled graves tombstones flowers priests black gowns walking rounds binding briars joys desires,9.71,"saw,filled,graves,tombstones,flowers,priests,black,gowns,walking,rounds,binding,briars,joys,desires",0.00,
Dear mother  dear mother  the Church is cold  But the Alehouse is healthy  and pleasant  and warm ,Dear mother dear mother Church cold Alehouse healthy pleasant warm,7.14,"Dear,mother,dear,mother,Church,cold,Alehouse,healthy,pleasant,warm",0.00,
Besides  I can tell where I am used well  The poor parsons with wind like a blown bladder swell ,tell poor parsons wind like blown bladder swell,11.46,"tell,poor,parsons,wind,like,blown,bladder,swell",0.00,
But  if at the Church they would give us some ale  And a pleasant fire our souls to regale  We  d sing and we  d pray all the livelong day  Nor ever once wish from the Church to stray ,Church ale pleasant fire souls regale sing pray livelong day wish Church stray,14.13,"Church,ale,pleasant,fire,souls,regale,sing,pray,livelong,day,wish,Church,stray",0.00,
Then the Parson might preach  and drink  and sing  And we  d be as happy as birds in the spring  And modest Dame Lurch  who is always at church  Would not have bandy children  nor fasting  nor birch ,Parson preach drink sing happy birds spring modest Dame Lurch church bandy children fasting birch,11.56,"Parson,preach,drink,sing,happy,birds,spring,modest,Dame,Lurch,church,bandy,children,fasting,birch",0.00,
And God  like a father  rejoicing to see His children as pleasant and happy as he  Would have no more quarrel with the Devil or the barrel  But kiss him  and give him both drink and apparel ,God like father rejoicing children pleasant happy quarrel Devil barrel kiss drink apparel,12.63,"God,like,father,rejoicing,children,pleasant,happy,quarrel,Devil,barrel,kiss,drink,apparel",0.00,
I wandered through each chartered street  Near where the chartered Thames does flow  A mark in every face I meet  Marks of weakness  marks of woe ,wandered chartered street Near chartered Thames flow mark face meet Marks weakness marks woe,8.22,"wandered,chartered,street,Near,chartered,Thames,flow,mark,face,meet,Marks,weakness,marks,woe",0.00,
In every cry of every man  In every infant  s cry of fear  In every voice  in every ban  The mind   forged manacles I hear ,cry man infant cry fear voice ban mind forged manacles hear,11.38,"cry,man,infant,cry,fear,voice,ban,mind,forged,manacles,hear",0.00,
How the chimney   sweeper  s cry Every blackening church appals  And the hapless soldier  s sigh Runs in blood down palace   walls ,chimney sweeper cry blackening church appals hapless soldier sigh Runs blood palace walls,6.87,"chimney,sweeper,cry,blackening,church,appals,hapless,soldier,sigh,Runs,blood,palace,walls",0.00,
But most  through midnight streets I hear How the youthful harlot  s curse Blasts the new   born infant  s tear  And blights with plagues the marriage   hearse ,midnight streets hear youthful harlot curse Blasts new born infant tear blights plagues marriage hearse,7.50,"midnight,streets,hear,youthful,harlot,curse,Blasts,new,born,infant,tear,blights,plagues,marriage,hearse",0.00,
Pity would be no more If we did not make somebody poor  And Mercy no more could be If all were as happy as we ,Pity somebody poor Mercy happy,18.18,"Pity,somebody,poor,Mercy,happy",0.00,
And mutual fear brings Peace  Till the selfish loves increase Then Cruelty knits a snare  And spreads his baits with care ,mutual fear brings Peace Till selfish loves increase Cruelty knits snare spreads baits care,5.74,"mutual,fear,brings,Peace,Till,selfish,loves,increase,Cruelty,knits,snare,spreads,baits,care",0.00,
He sits down with his holy fears  And waters the ground with tears  Then Humility takes its root Underneath his foot ,sits holy fears waters ground tears Humility takes root Underneath foot,8.55,"sits,holy,fears,waters,ground,tears,Humility,takes,root,Underneath,foot",0.00,
Soon spreads the dismal shade Of Mystery over his head  And the caterpillar and fly Feed on the Mystery ,Soon spreads dismal shade Mystery head caterpillar fly Feed Mystery,8.65,"Soon,spreads,dismal,shade,Mystery,head,caterpillar,fly,Feed,Mystery",0.00,
And it bears the fruit of Deceit  Ruddy and sweet to eat  And the raven his nest has made In its thickest shade ,bears fruit Deceit Ruddy sweet eat raven nest thickest shade,11.61,"bears,fruit,Deceit,Ruddy,sweet,eat,raven,nest,thickest,shade",0.00,
The gods of the earth and sea Sought through nature to find this tree  But their search was all in vain  There grows one in the human Brain ,gods earth sea Sought nature find tree search vain grows human Brain,11.43,"gods,earth,sea,Sought,nature,find,tree,search,vain,grows,human,Brain",0.00,
My mother groaned  my father wept  Into the dangerous world I leapt  Helpless  naked  piping loud  Like a fiend hid in a cloud ,mother groaned father wept dangerous world leapt Helpless naked piping loud Like fiend hid cloud,6.30,"mother,groaned,father,wept,dangerous,world,leapt,Helpless,naked,piping,loud,Like,fiend,hid,cloud",0.00,
Struggling in my father  s hands  Striving against my swaddling   bands  Bound and weary  I thought best To sulk upon my mother  s breast ,Struggling father hands Striving swaddling bands Bound weary thought best sulk mother breast,7.97,"Struggling,father,hands,Striving,swaddling,bands,Bound,weary,thought,best,sulk,mother,breast",0.00,
I was angry with my friend  I told my wrath  my wrath did end ,angry friend told wrath wrath end,12.90,"angry,friend,told,wrath,wrath,end",0.00,
I was angry with my foe  I told it not  my wrath did grow ,angry foe told wrath grow,15.52,"angry,foe,told,wrath,grow",0.00,
And I watered it in fears Night and morning with my tears  And I sunned it with smiles And with soft deceitful wiles ,watered fears Night morning tears sunned smiles soft deceitful wiles,11.11,"watered,fears,Night,morning,tears,sunned,smiles,soft,deceitful,wiles",0.00,
And it grew both day and night  Till it bore an apple bright  And my foe beheld it shine  and he knew that it was mine    ,grew day night Till bore apple bright foe beheld shine knew,12.30,"grew,day,night,Till,bore,apple,bright,foe,beheld,shine,knew",0.00,
And into my garden stole When the night had veiled the pole  In the morning  glad  I see My foe outstretched beneath the tree ,garden stole night veiled pole morning glad foe outstretched beneath tree,10.32,"garden,stole,night,veiled,pole,morning,glad,foe,outstretched,beneath,tree",0.00,
A LITTLE BOY LOST,LITTLE BOY LOST,5.88,"LITTLE,BOY,LOST",0.00,
 Nought loves another as itself  Nor venerates another so  Nor is it possible to thought A greater than itself to know ,Nought loves venerates possible thought greater know,11.76,"Nought,loves,venerates,possible,thought,greater,know",0.00,
 And  father  how can I love you Or any of my brothers more ,father love brothers,16.67,"father,love,brothers",0.00,
I love you like the little bird That picks up crumbs around the door ,love like little bird picks crumbs door,10.14,"love,like,little,bird,picks,crumbs,door",0.00,
The Priest sat by and heard the child  In trembling zeal he seized his hair  He led him by his little coat  And all admired the priestly care ,Priest sat heard child trembling zeal seized hair led little coat admired priestly care,9.86,"Priest,sat,heard,child,trembling,zeal,seized,hair,led,little,coat,admired,priestly,care",0.00,
And standing on the altar high   Lo  what a fiend is here ,standing altar high Lo fiend,12.07,"standing,altar,high,Lo,fiend",0.00,
said he   One who sets reason up for judge Of our most holy mystery ,said sets reason judge holy mystery,11.76,"said,sets,reason,judge,holy,mystery",0.00,
The weeping child could not be heard  The weeping parents wept in vain  They stripped him to his little shirt  And bound him in an iron chain ,weeping child heard weeping parents wept vain stripped little shirt bound iron chain,9.86,"weeping,child,heard,weeping,parents,wept,vain,stripped,little,shirt,bound,iron,chain",0.00,
And burned him in a holy place Where many had been burned before  The weeping parents wept in vain ,burned holy place burned weeping parents wept vain,11.11,"burned,holy,place,burned,weeping,parents,wept,vain",0.00,
Are such thing done on Albion  s shore ,thing Albion shore,12.82,"thing,Albion,shore",0.00,
A LITTLE GIRL LOST,LITTLE GIRL LOST,5.56,"LITTLE,GIRL,LOST",0.00,
Children of the future age  Reading this indignant page  Know that in a former time Love  sweet love  was thought a crime ,Children future age Reading indignant page Know time Love sweet love thought crime,7.38,"Children,future,age,Reading,indignant,page,Know,time,Love,sweet,love,thought,crime",0.00,
In the age of gold  Free from winter  s cold  Youth and maiden bright  To the holy light  Naked in the sunny beams delight ,age gold Free winter cold Youth maiden bright holy light Naked sunny beams delight,8.13,"age,gold,Free,winter,cold,Youth,maiden,bright,holy,light,Naked,sunny,beams,delight",0.00,
Once a youthful pair  Filled with softest care  Met in garden bright Where the holy light Had just removed the curtains of the night ,youthful pair Filled softest care Met garden bright holy light removed curtains night,8.27,"youthful,pair,Filled,softest,care,Met,garden,bright,holy,light,removed,curtains,night",0.00,
Then  in rising day  On the grass they play  Parents were afar  Strangers came not near  And the maiden soon forgot her fear ,rising day grass play Parents afar Strangers came near maiden soon forgot fear,8.00,"rising,day,grass,play,Parents,afar,Strangers,came,near,maiden,soon,forgot,fear",0.00,
Tired with kisses sweet  They agree to meet When the silent sleep Waves o  er heaven  s deep  And the weary tired wanderers weep ,Tired kisses sweet agree meet silent sleep Waves er heaven deep weary tired wanderers weep,6.98,"Tired,kisses,sweet,agree,meet,silent,sleep,Waves,er,heaven,deep,weary,tired,wanderers,weep",0.00,
To her father white Came the maiden bright  But his loving look  Like the holy book All her tender limbs with terror shook ,father white Came maiden bright loving look Like holy book tender limbs terror shook,7.32,"father,white,Came,maiden,bright,loving,look,Like,holy,book,tender,limbs,terror,shook",0.00,
 Ona  pale and weak  To thy father speak ,Ona pale weak thy father speak,4.88,"Ona,pale,weak,thy,father,speak",0.00,
Oh the trembling fear ,Oh trembling fear,4.55,"Oh,trembling,fear",0.00,
Oh the dismal care That shakes the blossoms of my hoary hair ,Oh dismal care shakes blossoms hoary hair,8.20,"Oh,dismal,care,shakes,blossoms,hoary,hair",0.00,
I love to rise on a summer morn  When birds are singing on every tree  The distant huntsman winds his horn  And the skylark sings with me  Oh what sweet company ,love rise summer morn birds singing tree distant huntsman winds horn skylark sings Oh sweet company,9.32,"love,rise,summer,morn,birds,singing,tree,distant,huntsman,winds,horn,skylark,sings,Oh,sweet,company",0.00,
But to go to school in a summer morn     Oh it drives all joy away ,school summer morn Oh drives joy away,11.94,"school,summer,morn,Oh,drives,joy,away",0.00,
Under a cruel eye outworn  The little ones spend the day In sighing and dismay ,cruel eye outworn little ones spend day sighing dismay,7.59,"cruel,eye,outworn,little,ones,spend,day,sighing,dismay",0.00,
Ah then at times I drooping sit  And spend many an anxious hour  Nor in my book can I take delight  Nor sit in learning  s bower  Worn through with the dreary shower ,Ah times drooping sit spend anxious hour book delight sit learning bower Worn dreary shower,10.84,"Ah,times,drooping,sit,spend,anxious,hour,book,delight,sit,learning,bower,Worn,dreary,shower",0.00,
How can the bird that is born for joy Sit in a cage and sing ,bird born joy Sit cage sing,14.75,"bird,born,joy,Sit,cage,sing",0.00,
How can a child  when fears annoy  But droop his tender wing  And forget his youthful spring ,child fears annoy droop tender wing forget youthful spring,8.60,"child,fears,annoy,droop,tender,wing,forget,youthful,spring",0.00,
Oh father and mother  if buds are nipped  And blossoms blown away  And if the tender plants are stripped Of their joy in the springing day  By sorrow and care  s dismay    ,Oh father mother buds nipped blossoms blown away tender plants stripped joy springing day sorrow care dismay,8.72,"Oh,father,mother,buds,nipped,blossoms,blown,away,tender,plants,stripped,joy,springing,day,sorrow,care,dismay",0.00,
How shall the summer arise in joy  Or the summer fruits appear ,shall summer arise joy summer fruits appear,7.94,"shall,summer,arise,joy,summer,fruits,appear",0.00,
Or how shall we gather what griefs destroy  Or bless the mellowing year  When the blasts of winter appear ,shall gather griefs destroy bless mellowing year blasts winter appear,8.49,"shall,gather,griefs,destroy,bless,mellowing,year,blasts,winter,appear",0.00,
Whate  er is born of mortal birth Must be consumed with the earth  To rise from generation free  Then what have I to do with thee ,Whate er born mortal birth consumed earth rise generation free thee,11.54,"Whate,er,born,mortal,birth,consumed,earth,rise,generation,free,thee",0.00,
The sexes sprang from shame and pride  Blown in the morn  in evening died  But mercy changed death into sleep  The sexes rose to work and weep ,sexes sprang shame pride Blown morn evening died mercy changed death sleep sexes rose work weep,7.69,"sexes,sprang,shame,pride,Blown,morn,evening,died,mercy,changed,death,sleep,sexes,rose,work,weep",0.00,
Thou  mother of my mortal part  With cruelty didst mould my heart  And with false self   deceiving tears Didst bind my nostrils  eyes  and ears ,Thou mother mortal cruelty didst mould heart false self deceiving tears Didst bind nostrils eyes ears,6.25,"Thou,mother,mortal,cruelty,didst,mould,heart,false,self,deceiving,tears,Didst,bind,nostrils,eyes,ears",0.00,
Didst close my tongue in senseless clay  And me to mortal life betray ,Didst close tongue senseless clay mortal life betray,7.14,"Didst,close,tongue,senseless,clay,mortal,life,betray",0.00,
The death of Jesus set me free  Then what have I to do with thee ,death Jesus set free thee,15.38,"death,Jesus,set,free,thee",0.00,
THE VOICE OF THE ANCIENT BARD,VOICE ANCIENT BARD,10.34,"VOICE,ANCIENT,BARD",0.00,
come hither And see the opening morn  Image of Truth new   born ,come hither opening morn Image Truth new born,6.25,"come,hither,opening,morn,Image,Truth,new,born",0.00,
Doubt is fled  and clouds of reason  Dark disputes and artful teazing ,Doubt fled clouds reason Dark disputes artful teazing,5.71,"Doubt,fled,clouds,reason,Dark,disputes,artful,teazing",0.00,
Folly is an endless maze  Tangled roots perplex her ways  How many have fallen there ,Folly endless maze Tangled roots perplex ways fallen,8.24,"Folly,endless,maze,Tangled,roots,perplex,ways,fallen",0.00,
